/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_09_791.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_09_791.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_09_791.jpg,0,0,0,4.83235E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_09_870.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_09_870.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_09_870.jpg,0,0,0,9.240923E-07
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_09_949.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_09_949.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_09_949.jpg,0,0,0,1.447439E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_022.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_022.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_022.jpg,0,0,0,1.217755E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_101.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_101.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_101.jpg,0,0,0,1.866037E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_277.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_277.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_277.jpg,0,0,0,3.901541E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_354.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_354.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_354.jpg,0,0,0,4.965271E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_429.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_429.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_429.jpg,0,0,0,5.696665E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_508.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_508.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_508.jpg,0,0,0,6.461518E-06
/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/center_2017_08_06_21_19_10_588.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/left_2017_08_06_21_19_10_588.jpg,/Users/anacruz/CarND/CarND-Behavioral-Cloning-P3/video_data/IMG/right_2017_08_06_21_19_10_588.jpg,0,0,0,3.621161E-07
